state_code,zip_code,city,name,is_acquired_numerical,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_acquired
MI,48025,Bingham Farms,Speedshape,0,1/1/2003,8/1/2013,2/20/2008,2/20/2008,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,closed
CA,95128,San Jose,BlueLithium,1,1/1/2004,,2/1/2005,2/1/2005,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
IL,60657,Chicago,Media Chaperone,0,1/1/2009,6/1/2013,1/14/2010,2/24/2011,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,closed
NY,10036,New York,Giant Realm,1,1/1/2007,,3/1/2008,5/8/2008,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
PA,10011,Philadelphia,Invite Media,1,2/1/2007,,12/1/2007,12/1/2009,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6667,acquired
CA,94043,Mountain View,UpMo,0,1/1/2011,7/1/2013,12/13/2009,8/17/2011,-1.0521,0.6247,-1.3589,1.663,11,2,3700000,3,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,closed
CA,95019-2901,Freedom,Appscio,0,1/1/2006,1/1/2011,3/20/2007,1/3/2009,1.2137,3.0082,,,4,2,7000000,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,closed
MA,2129,Boston,Eons,0,1/1/2005,5/17/2012,4/1/2006,3/1/2007,1.2466,2.1616,2.0,3.8137,14,2,32000000,4,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,closed
MA,2142,Cambridge,LocaModa,1,1/1/2007,,9/18/2007,3/25/2011,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
CA,94110,San Francisco,Meraki,1,4/1/2006,,12/1/2006,7/10/2012,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,acquired
TX,78701,Austin,MPOWER Mobile,0,1/1/2005,6/8/2012,10/28/2009,10/28/2009,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,closed
WA,98109,Seattle,Haute Secure,1,1/1/2006,,1/1/2007,3/9/2009,1.0,3.1863,2.4301,7.6247,5,2,2100000,3,security,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,acquired
MD,20814,Bethesda,Intelliworks,1,12/1/2004,,2/14/2005,4/24/2009,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5,acquired
OR,97209,Portland,Meridian,1,3/1/2011,,9/14/2011,8/30/2012,0.5397,1.5014,-14.1699,2.2082,6,2,1975000,2,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,acquired
NY,10016,New York,Kluster,1,1/1/2008,,1/1/2008,1/1/2008,0.0,0.0,3.5918,4.3260000000000005,0,1,1000000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,acquired
PA,18106,Allentown,International Battery,0,1/1/2008,3/1/2013,5/6/2010,5/6/2010,2.3452,2.3452,,,0,1,35000000,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,closed
NY,10016,New York,Jingle Networks,1,9/1/2005,,10/1/2005,12/28/2009,0.0822,4.3260000000000005,3.663,5.6110000000000015,12,7,88651133,5,mobile,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3.1667,acquired
MA,01862-2000,North Billerica,SemEquip,1,1/1/2000,,8/4/2005,8/4/2005,5.5945,5.5945,,,3,1,26000000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,acquired
CA,90017,Los Angeles,ItsGoinOn,0,5/1/2010,11/1/2011,1/1/2011,1/1/2011,0.6712,0.6712,0.0,0.7562,3,1,100000,2,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,closed
CO,80202,Denver,mSnap,1,6/1/2005,,6/1/2006,6/1/2006,1.0,1.0,3.811,4.9178,6,1,5000000,3,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,acquired
GA,30097,Duluth,Biofisica,0,1/1/2000,4/26/2012,10/31/2006,4/21/2008,6.8356,8.3096,,,5,2,7300000,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,closed
CA,94043,Mountain View,Ardian,1,1/1/2003,,1/1/2005,3/23/2009,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.0,acquired
RI,2903,Providence,Tracelytics,1,7/1/2010,,11/3/2011,3/22/2012,1.3425,1.726,-0.0822,1.7205,8,2,5800000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,acquired
CA,94105,San Francisco,Canopy Financial,0,1/1/2004,8/27/2009,1/1/2008,10/1/2009,4.0027,5.7534,5.9233,6.0,6,4,89500000,2,finance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,closed
CA,94102,San Francisco,Kyte,1,12/1/2006,,7/1/2007,3/1/2012,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3.0,acquired
MA,2451,Waltham,Ounce Labs,1,10/1/2002,,6/8/2006,9/16/2008,3.6877,5.9644,,,7,2,13500000,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,acquired
MA,1719,Boxborough,Crossbeam Systems,1,1/1/2000,,5/8/2007,2/14/2008,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,acquired
CA,94065,Redwood City,PacketHop,0,1/1/2002,1/4/2013,8/8/2005,8/8/2005,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,closed
UT,84124,Salt Lake City,Inaura,0,1/1/2007,7/19/2012,1/6/2005,1/6/2005,-1.9863,-1.9863,,,3,1,8500000,0,other,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,closed
TX,77380,The Woodlands,DynaPump,0,1/1/1992,11/12/2011,5/29/2008,5/29/2008,16.4192,16.4192,,,0,1,6000000,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,closed
CA,94306,Palo Alto,Immunet Corporation,1,7/1/2008,,11/1/2009,11/1/2009,1.337,1.337,1.3479,1.3479,3,1,2000000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,acquired
TX,78701,Austin,CopperEgg Corporation,1,6/1/2010,,7/12/2011,5/8/2012,1.1123,1.937,0.0,1.1123,3,2,4100000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,acquired
CA,94041,Mountain View,Wink,1,8/19/2004,,1/1/2005,1/1/2005,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,acquired
CA,94103,San Francisco,PopularMedia,1,1/1/2003,,2/1/2007,7/28/2008,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,acquired
CA,94105,San Francisco,Miyowa,1,4/14/2003,,9/4/2006,5/8/2008,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,acquired
MA,1803,Burlington,Intrusic,0,1/1/2001,2/19/2007,4/25/2005,10/30/2006,4.3151,5.8301,,,1,2,16000000,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,closed
WA,98103,Seattle,Dashwire,1,8/11/2006,,1/31/2009,12/28/2010,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,acquired
CA,94107,San Francisco,Reddit,1,1/1/2005,,6/1/2005,6/1/2005,0.4137,0.4137,6.8329,8.874,9,1,100000,3,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,acquired
CA,94108,San Francisco,Pure Digital Technologies,1,9/1/2001,,1/1/2004,8/18/2008,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,hardware,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.0,acquired
CA,94501,Alameda,Voxify,1,1/1/2001,,2/1/2005,4/21/2010,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,acquired
NC,27701,Durham,EvoApp,0,1/1/2009,1/1/2013,10/15/2010,4/20/2012,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,closed
NY,10001,New York,Visual Revenue,1,3/1/2010,,7/28/2011,1/26/2012,1.4082,1.9068,-0.1616,1.8384,5,2,2212000,2,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.0,acquired
CA,94063,Redwood City,Calibra Medical,1,1/1/2004,,11/24/2009,4/15/2011,5.9014,7.2904,,,1,4,19800000,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5.0,acquired
CA,94401,San Mateo,Offermatic,0,2/1/2010,6/1/2013,12/1/2010,3/9/2011,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,closed
MA,2494,Needham,HiWired,1,1/1/2004,,1/1/2008,1/2/2008,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,acquired
FL,33327,Weston,DateMyFamily.com,0,11/11/2011,1/1/2013,12/1/2011,12/1/2011,0.0548,0.0548,0.0685,0.4,4,1,100000,2,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,closed
CA,94304,Palo Alto,Hyperic,1,1/1/2004,,5/10/2006,6/5/2007,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,acquired
CA,94104,San Francisco,Optimal,1,1/1/2008,,1/1/2008,1/22/2013,0.0,5.063,5.0055,5.7945,10,3,7600000,2,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5.0,acquired
CA,93101,Santa Barbara,SendMeHome.com,0,7/1/2008,6/4/2012,7/1/2008,7/1/2008,0.0,0.0,0.737,0.737,2,1,50000,1,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,closed
CA,94301,Palo Alto,Q-magic,0,2/1/2007,11/29/2011,1/1/2007,1/1/2007,-0.0849,-0.0849,,,3,1,650000,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,closed
CA,90034,Los Angeles,Geodelic Systems,0,1/1/2008,1/1/2011,12/1/2008,9/23/2010,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,closed
CA,90401,Santa Monica,BlockBeacon,1,1/1/2012,,6/21/2012,6/21/2012,0.4712,0.4712,0.0,0.9178,12,1,500000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,acquired
CA,94041,Mountain View,PostPath,1,1/1/2003,,12/7/2004,1/16/2007,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,web,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,acquired
CA,95054,Santa Clara,Attune Systems,0,1/1/1999,2/12/2009,6/27/2006,11/14/2006,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,closed
CA,94107,San Francisco,TokBox,1,5/1/2007,,12/26/2007,11/15/2010,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.6667,acquired
CA,94040,Mountain View,Avega Systems,0,1/1/2005,1/1/2012,4/1/2007,1/13/2010,2.2466,5.0356,,,2,2,9500000,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,closed
MD,Maryland 21045,Columbia,Heartscape,1,1/1/2000,10/15/2009,4/24/2007,4/24/2007,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,acquired
CA,94043,Mountain View,PeerMe,0,1/1/2004,2/3/2009,1/1/2005,1/1/2005,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,closed
WA,99202,SPOKANE,Pacinian,0,4/1/2007,1/1/2012,12/1/2008,12/1/2008,1.6712,1.6712,,,3,1,350000,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,closed
MA,1803,Burlington,neoSaej,0,1/1/2006,6/1/2013,3/29/2007,12/21/2010,1.2384,4.9726,1.0,1.0,1,5,13130000,1,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,closed
WA,98104,Seattle,Kiha Software,0,1/1/2008,8/1/2011,10/28/2010,10/28/2010,2.8247,2.8247,0.0,2.8219,1,1,20000000,2,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,closed
MA,2138,Cambridge,Vlingo,1,6/1/2006,,12/1/2006,9/16/2009,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,acquired
MA,1754,Maynard,Tizor Systems,1,1/1/2002,,9/12/2005,2/7/2006,3.6986,4.1041,,,4,2,15000000,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,acquired
MD,21703,Frederick,Cerona Networks,0,1/1/2002,1/18/2012,4/21/2006,4/21/2006,4.3041,4.3041,,,0,1,2600000,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,closed
CA,94538,Fremont,Oorja Protonics,0,1/1/2004,10/16/2012,5/25/2006,1/11/2010,2.3973,6.0329,,,1,4,21470000,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,closed
TX,78701,Austin,Hurricane Party,0,5/1/2010,7/1/2012,5/1/2010,5/1/2010,0.0,0.0,0.274,0.863,5,1,20000,2,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
CA,94085,Sunnyvale,Minekey,0,1/1/2005,8/18/2012,12/1/2006,8/1/2007,1.9151,2.5808,2.0,6.9178,10,2,3600000,3,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,closed
NY,10012,New York,Blip,1,5/1/2005,,3/1/2006,7/30/2012,0.8329,7.2521,8.0055,8.4,23,7,27300000,4,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2.0,acquired
CA,94105,San Francisco,Fabkids,1,1/1/2012,,8/2/2012,8/2/2012,0.5863,0.5863,1.0493,1.0493,8,1,2600000,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,acquired
CA,94306,Palo Alto,CafeBots,0,1/1/2010,10/1/2010,10/21/2010,10/21/2010,0.8027,0.8027,0.0,1.411,5,1,5000000,2,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,closed
CA,92121,San Diego,Avaak,1,1/1/2004,,10/3/2008,3/22/2010,4.7589,6.2247,3.6685,6.2247,2,2,17000000,2,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,acquired
ME,4095,West Newfield,Newfield Design,0,1/1/2008,6/1/2013,5/14/2012,5/14/2012,4.3699,4.3699,,,0,1,662000,0,manufacturing,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,closed
NY,10011,New York,Savored,1,1/1/2010,,1/1/2010,1/10/2011,0.0,1.0247,2.0055,2.7315,12,2,3750000,2,hospitality,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.0,acquired
CA,94107,San Francisco,Digg,1,10/11/2004,,10/1/2005,7/12/2011,0.9726,6.7534,5.2466,9.1534,57,4,45000000,8,news,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4.6667,acquired
NY,11101,Long Island City,Songza,1,11/1/2007,,9/19/2011,9/10/2013,3.8849,5.863,2.8356,6.1123,9,2,6700000,4,music,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.0,acquired
CA,94065,Redwood City,Bigfoot Networks,1,1/1/2006,,3/6/2006,11/17/2009,0.1753,3.8795,2.0,4.474,12,3,20750000,2,hardware,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.3333,acquired
CA,94105,San Francisco,Kongregate,1,1/1/2006,,3/1/2007,7/2/2013,1.1616,7.5041,,,5,4,19000000,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.0,acquired
CA,94107,San Francisco,Powerset,1,10/1/2006,,5/1/2006,6/1/2007,-0.4192,0.6658,,,20,3,22500000,0,search,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,acquired
CA,94104,San Francisco,Kiptronic,1,5/1/2005,,11/1/2005,6/5/2008,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2.0,acquired
WA,98104,Seattle,Cozi Group,0,3/3/2005,1/31/2013,12/1/2005,12/27/2012,0.7479,7.8247,4.3151,5.9041,16,7,26390819,3,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3333,closed
WA,98007,Bellevue,Likewise Software,1,11/1/2004,,4/30/2009,4/30/2009,4.4959,4.4959,,,4,1,10000000,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,acquired
NY,10011,NY,Lifestander,0,9/1/2010,6/1/2013,10/2/2010,10/2/2010,0.0849,0.0849,0.0,0.0,1,1,31000,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,closed
CA,94025,Menlo Park,Jaxtr,1,10/1/2005,,7/1/2007,6/23/2008,1.7479,2.7288,1.7479,6.1452,16,3,21500000,4,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,acquired
CO,80112,Englewood,MX Logic,1,1/1/2002,,11/7/2006,11/7/2006,4.8521,4.8521,6.5863,6.5863,5,1,4000000,1,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,acquired
CA,90275,Solana Beach,Metaplace,1,7/1/2006,,1/1/2007,3/15/2010,0.5041,3.7068,2.9863,4.0219,5,3,9400000,4,games_video,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.0,acquired
NY,10004,New York,TravelMuse,1,4/16/2007,,5/1/2007,6/1/2009,0.0411,2.1288,1.7562,4.874,9,3,5600000,4,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,acquired
CA,94105,San Francisco,Jambool,1,8/1/2006,,8/1/2008,8/17/2009,2.0027,3.0466,3.5836,5.4767,9,2,6000000,2,finance,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,acquired
GA,30309,NW Atlanta,Zipcar,1,10/31/2000,,12/20/2002,12/15/2010,2.137,10.1288,10.4164,12.1863,35,4,60704370,3,transportation,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2.0,acquired
CA,94107,San Francisco,Hitpost,1,4/1/2009,,1/1/2010,4/26/2012,0.7534,3.0712,3.9178,4.5041,16,3,2000000,2,sports,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.6667,acquired
CA,94107,San Francisco,Home-Account,1,11/1/2008,,4/16/2009,7/16/2009,0.4548,0.7041,0.5808,1.737,5,2,1000000,3,finance,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.5,acquired
PA,19004,Bala Cynwyd,PayParade Pictures,0,10/17/2007,1/27/2012,12/1/2008,3/13/2009,1.126,1.4055,0.7918,1.3973,3,2,200000,2,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,closed
CA,94066,San Bruno,Planet Metrics,0,1/1/2007,2/7/2011,11/12/2008,11/12/2008,1.8658,1.8658,0.0,1.863,2,1,2300000,2,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,closed
CA,94108,San Francisco,kwiry,0,1/1/2006,4/23/2009,3/20/2008,3/20/2008,2.2164,2.2164,0.7479,3.4164,5,1,1000000,4,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,closed
CA,94107,San Francisco,imeem,1,11/1/2003,,9/1/2004,8/1/2009,0.8356,5.7534,4.9781,7.0301,13,5,24750000,3,music,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2.4,acquired
IL,60201,Evanston,Amadesa,0,5/15/2005,7/1/2013,12/3/2007,10/5/2011,2.5534,6.3945,6.6356,6.6356,15,2,12800000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,closed
CA,94043,Mountain View,Cast Iron Systems,1,1/1/2001,,3/28/2005,7/29/2007,4.2384,6.5753,7.0027,7.0027,10,2,30500000,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,acquired
CA,92010,Carlsbad,Aptera,0,1/1/2003,12/1/2011,7/25/2008,7/13/2011,5.5671,8.5342,5.6055,7.8384,3,3,36300000,2,automotive,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.5,closed
CA,94111,San Francisco,RentJuice,1,1/1/2008,,3/4/2010,1/31/2011,2.1726,3.0849,3.0877,4.7753,7,3,6693782,3,real_estate,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6667,acquired
CA,92121,San Diego,Verari Systems,0,1/1/1996,1/1/2010,6/5/2007,6/5/2007,11.4329,11.4329,,,1,1,20000000,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,closed
CA,95014,Cupertino,Parascale,1,1/1/2005,,6/23/2008,6/23/2008,3.4767,3.4767,3.6849,5.6274,8,1,11370000,3,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,acquired
CA,90069,West Hollywood,Geni,1,6/1/2006,,1/1/2007,1/19/2009,0.5863,2.6384,3.5425,6.0712,13,3,16500000,4,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,acquired
CA,94111,San Franciso,Zentact,0,9/1/2008,1/1/2012,9/1/2008,9/1/2008,0.0,0.0,3.411,3.411,3,1,250000,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,closed
NY,10010,New York,Outside.in,1,8/1/2006,,2/1/2007,12/8/2009,0.5041,3.3562,3.4219,7.2274,9,5,14400000,5,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.8,acquired
NY,10001,New York,Salesforce Buddy Media,1,9/1/2007,,9/1/2007,8/15/2011,0.0,3.9562,4.7616,5.1507,24,5,90000000,3,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,3.8,acquired
CA,94017,San Francisco,Vizu Corporation,1,2/14/2005,,2/20/2006,4/9/2012,1.0164,7.1534,5.6959,8.1781,10,4,13075000,2,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.0,acquired
CA,94041,Mountain View,Zing Systems,1,6/1/2007,,12/1/2006,1/1/2007,-0.4986,-0.4137,-0.4986,5.7699,10,2,26000000,4,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.5,acquired
MA,1803,Burlington,DynamicOps,1,1/1/2008,,2/28/2011,9/9/2011,3.1616,3.6904,3.0027,4.5041,6,2,16300000,2,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,acquired
TX,78759,Austin,Movero Technology,1,1/1/2003,6/1/2013,6/14/2007,3/23/2010,4.4521,7.2274,7.0055,7.0055,5,2,5992316,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,acquired
CA,92130,San Diego,Elevation Pharmaceuticals,1,1/1/2007,,1/21/2010,1/4/2012,3.0575,5.011,,,2,4,89400001,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,4.3333,acquired
CA,94303,Palo Alto,Punch Entertainment,0,5/10/2005,4/16/2012,2/27/2006,2/27/2006,0.8027,0.8027,5.3151,5.3151,4,1,1200000,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,closed
NY,10003,New York,Stickybits,0,1/1/2009,8/1/2012,3/9/2010,5/19/2010,1.1836,1.3781,1.3288,3.1096,7,2,1900000,2,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.5,closed
CA,94108,San Francisco,Ecast,0,1/1/1999,2/12/2012,5/7/2008,5/26/2011,9.3534,12.4055,7.0055,11.3836,9,3,30300000,2,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.5,closed
NY,10013,New York,lifeIO,0,8/29/2006,3/3/2012,8/29/2008,8/29/2008,2.0027,2.0027,,,4,1,500000,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,closed
CA,90405,Santa Monica,EdgeCast Networks,1,8/1/2006,,8/1/2006,7/18/2013,0.0,6.9671,6.4247,7.3562,19,5,74000000,2,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1.75,acquired
TX,75081,Richardson,Sirific Wireless,1,1/1/2000,,2/12/2007,2/12/2007,7.1205,7.1205,,,3,1,18800000,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.0,acquired
MI,49464,Zeeland,Revetto,0,1/1/2009,5/18/2009,5/1/2009,5/1/2009,0.3288,0.3288,-0.4192,-0.4192,3,1,20000,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,closed
VA,20170,Herndon,ZoomSafer,1,1/1/2009,,3/1/2009,3/7/2011,0.1616,2.1781,1.5096,2.1781,3,4,3350000,2,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1.5,acquired
NJ,7652,Paramus,AkaRx,1,1/1/2005,,1/7/2010,1/7/2010,5.0192,5.0192,,,1,1,26100000,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.0,acquired
